Taxa,TS1.2,TS10.2,TS100.2,TS100,TS101.2,TS103.2,TS103,TS104,TS105.2,TS105,TS106.2,TS106,TS107.2,TS107,TS109.2,TS109,TS10,TS11.2,TS110.2,TS110,TS111.2,TS111,TS115.2,TS115,TS116.2,TS116,TS117.2,TS117,TS118.2,TS118,TS119.2,TS119,TS11,TS12.2,TS120.2,TS120,TS124.2,TS124,TS125.2,TS125,TS126.2,TS126,TS127.2,TS127,TS128.2,TS128,TS129.2,TS129,TS12,TS13.2,TS130.2,TS130,TS131.2,TS131,TS132.2,TS132,TS133.2,TS133,TS134.2,TS134,TS135.2,TS135,TS136.2,TS136,TS137.2,TS137,TS138.2,TS138,TS139.2,TS139,TS13,TS140.2,TS140,TS141.2,TS141,TS142.2,TS142,TS143.2,TS143,TS144.2,TS144,TS145.2,TS145,TS146.2,TS146,TS147.2,TS147,TS148,TS149,TS14,TS15.2,TS150,TS151.2,TS151,TS152.2,TS152,TS153,TS154.2,TS155.2,TS155,TS156.2,TS156,TS15,TS160.2,TS160,TS161,TS162.2,TS162,TS163.2,TS163,TS164.2,TS164,TS165.2,TS165,TS166.2,TS166,TS167.2,TS167,TS168.2,TS168,TS169.2,TS169,TS16,TS170.2,TS178.2,TS178,TS179.2,TS179,TS17,TS180,TS181.2,TS181,TS182.2,TS182,TS183.2,TS183,TS184,TS185.2,TS185,TS186,TS19.2,TS190,TS191,TS192,TS193.2,TS193,TS194.2,TS194,TS195.2,TS195,TS19,TS1,TS2.2,TS20.2,TS20,TS21.2,TS21,TS22,TS23,TS25.2,TS25,TS26.2,TS26,TS27.2,TS27,TS28,TS29,TS2,TS3.2,TS30.2,TS30,TS31.2,TS31,TS32.2,TS32,TS33.2,TS33,TS34,TS35,TS37.2,TS37,TS38.2,TS38,TS39.2,TS39,TS3,TS4.2,TS43,TS44,TS49.2,TS49,TS4,TS5.2,TS50.2,TS50,TS51.2,TS51,TS55.2,TS55,TS56.2,TS56,TS57.2,TS57,TS5,TS6.2,TS61.2,TS61,TS62.2,TS62,TS63.2,TS63,TS64.2,TS64,TS65.2,TS65,TS66.2,TS66,TS67.2,TS67,TS68.2,TS68,TS69.2,TS69,TS6,TS7.2,TS70.2,TS70,TS71.2,TS71,TS72,TS73,TS74.2,TS74,TS75.2,TS75,TS76.2,TS76,TS77,TS78.2,TS78,TS7,TS8.2,TS82.2,TS82,TS83.2,TS83,TS84.2,TS84,TS85.2,TS85,TS86.2,TS86,TS87.2,TS87,TS88.2,TS88,TS89.2,TS89,TS8,TS9.2,TS90.2,TS90,TS91.2,TS91,TS92.2,TS92,TS94.2,TS94,TS95.2,TS95,TS96.2,TS96,TS97.2,TS97,TS98.2,TS98,TS99.2,TS9
Corynebacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfocurvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,1,0,0,6,12,0,0,0,2,0,0,2,0,2,0,0,1,1,2,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,14,0,5,1,1,2,0,0,0,1,1,0,0,0,0,0,0,7,3,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,3,0,8,7,0,0,1,0,8,0,2,0,0,0,0,2,1,0,25,33,22,0,3,2,6,0,1,0,0,4,5,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,1,1,7,0,0,0,0,0,0,0,3,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Dialister,9,8,0,0,0,0,0,0,10,7,1,0,63,31,0,0,6,20,0,0,0,0,19,27,29,22,0,0,0,0,11,19,3,19,0,0,0,0,0,0,0,14,8,12,2,0,0,0,2,0,9,0,27,30,20,0,16,5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,16,23,0,0,0,0,0,1,0,0,32,0,77,26,1,16,17,0,0,13,0,0,0,10,13,261,0,0,20,35,9,8,5,0,0,2,10,0,0,3,12,0,0,0,0,0,6,0,0,32,13,0,0,13,17,0,0,0,0,5,0,7,0,0,0,10,12,0,0,0,0,0,0,0,20,2,89,273,14,60,0,0,0,0,1,0,0,0,4,0,16,0,0,0,0,0,0,0,0,277,0,0,0,0,16,24,0,0,0,17,0,23,0,1,58,0,27,177,37,59,0,0,5,47,0,13,0,0,0,0,0,0,0,0,10,15,3,5,62,0,0,0,9,9,0,1,0,0,0,0,11,19,0,0,0,0,0,0,4,19,12,0,0,0,1,0,0,0,0,0,0,16,49,0,1,0,0,0,0,17,0,103,7,19,10,0,0,19,7,23,12,20,23,0,0,4,2,16,0,0,19
Dickeya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorea,3,17,87,86,81,42,39,23,0,0,18,41,118,58,19,8,46,15,9,15,24,31,13,20,12,20,105,55,41,26,17,26,0,31,37,1,15,68,69,5,6,5,5,46,15,16,3,7,73,24,17,2,92,134,53,24,45,32,1,10,8,15,15,25,43,42,10,94,10,108,43,2,31,16,1,26,90,12,67,30,16,7,0,23,43,144,44,26,63,598,22,229,18,12,2,1,31,11,10,25,20,5,72,8,8,9,77,89,26,23,17,7,6,27,48,16,110,31,5,7,23,19,23,15,46,122,26,71,2,6,2,4,27,103,33,15,15,5,22,11,261,0,18,40,16,4,11,2,20,34,143,5,1,46,159,51,97,76,7,10,49,63,65,6,25,46,11,11,13,0,3,24,106,80,65,62,463,48,42,59,39,24,48,29,28,22,25,55,18,134,111,3,108,40,361,21,365,103,89,0,45,4,40,347,40,28,10,51,11,25,17,23,17,7,29,43,5,42,1,23,20,14,2,54,55,7,11,12,79,4,28,24,74,0,0,64,14,5,31,15,90,1,12,18,51,15,43,0,10,45,20,20,39,28,5,22,26,27,107,9,25,25,69,22,96,21,10,0,6,7,7,2,69,21,15,35,1,22
Dysgonomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella,0,2,1,1,3,0,0,1,0,1,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,0,0,0,0,0,1,0,0,5,5,1,2,0,0,1,0,1,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,2,0,0,70,0,0,2,4,3,4,0,0,2,4,0,0,0,0,0,0,1,6,1,1,5,1,3,5,33,0,2,0,1,0,0,0,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,1,21,26,7,0,20,5,2,0,1,0,2,0,4,1,1,3,0,0,0,0,2,0,3,0,0,0,0,0,1,1,2,3,2,3,2,7,5,1,0,16,5,6,0,0,0,1,16,1,0,0,14,2,0,5,0,1,0,1,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,4,2,0,0,2,0,0,0,1,2,0,0,0,12,1,0,1,0,0,2,0,1,2,0,0,0,1,2,0,0,0,3,0,0,2,0,1,0,1,1,0,0,0,1,0
Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Enterorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia/Shigella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ethanoligenens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium,2,0,63,110,148,0,0,0,2,0,0,0,124,51,4,0,1,3,6,0,0,0,8,13,29,50,1,6,120,54,1,2,0,0,107,1,8,28,1,0,18,7,0,0,1,3,0,0,2,0,2,8,0,4,0,1,0,0,4,0,2,1,21,23,88,23,0,0,104,85,0,6,50,42,35,51,105,1,1,9,13,0,0,15,23,0,0,1,1,0,0,0,1,0,9,7,0,2,23,6,19,31,0,2,3,0,0,9,2,14,149,114,0,4,113,27,0,0,0,0,87,107,0,124,69,110,35,124,1,0,4,0,1,1,0,2,0,0,1,36,0,0,44,0,0,1,0,0,4,1,10,2,0,0,12,1,9,10,7,0,0,0,0,45,115,6,1,2,0,0,0,28,123,58,18,255,492,1,114,40,49,40,34,3,0,0,9,0,27,234,543,4,1,0,2,4,3,7,3,12,1,0,1,8,0,5,2,6,0,1,2,19,41,0,1,0,1,0,0,28,31,0,0,1,327,0,0,2,0,0,30,34,30,3,5,347,0,9,75,17,596,8,0,0,0,0,34,11,5,4,10,23,17,30,0,4,37,23,119,0,0,0,61,8,1,0,27,12,20,77,2,0,1,0,0,3,4,0
Faecalibacterium,83,93,89,126,34,261,33,131,138,18,149,115,327,76,145,143,361,248,484,40,188,123,115,238,137,136,247,332,123,295,153,13,281,295,178,4,124,29,21,32,88,77,157,37,338,500,258,119,132,90,203,200,12,39,83,84,315,229,301,120,64,167,215,138,37,391,72,119,146,251,648,325,686,322,488,165,191,348,229,124,185,67,116,92,204,248,145,392,989,843,349,0,158,235,105,97,328,23,20,43,284,152,901,176,218,405,325,110,534,187,335,190,59,7,17,159,22,128,115,94,169,292,443,42,128,72,228,131,44,196,230,85,527,504,8,103,30,389,488,324,2,272,129,58,202,97,264,149,83,171,133,460,120,404,1546,54,522,109,27,139,133,179,312,35,35,930,113,394,168,231,575,239,1626,322,840,46,768,119,361,387,94,247,33,147,454,511,90,48,46,3,51,176,62,59,61,71,39,165,113,0,429,0,30,403,252,116,7,96,78,87,60,220,263,180,119,467,68,208,66,372,364,228,140,828,369,343,137,318,93,71,188,81,280,0,0,369,439,387,260,172,821,69,484,255,410,297,55,271,190,65,333,586,91,70,179,18,657,155,1995,207,93,139,100,51,390,455,70,143,274,181,292,202,110,264,252,573,122,713
Fusobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gemella,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geosporobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonibacter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,0,4,1,1,1,1,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Granulicatella,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hallella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
